bbl,longitude,latitude,ntaname,ntacode,county_fips
1007980071,-73.9948719,40.7434622,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3016790014,-73.9364942,40.6808615,Stuyvesant Heights,BK35,047
2033220037,-73.8872162,40.8764851,Bedford Park-Fordham North,BX05,005
1013740001,-73.9725428,40.7643081,Upper East Side-Carnegie Hill,MN40,061
3004320025,-73.9873813,40.6796569,Park Slope-Gowanus,BK37,047
3035840001,-73.9134784,40.6605104,Brownsville,BK81,047
4095190031,-73.8285238,40.6860239,South Ozone Park,QN55,081
3053280051,-73.9756726,40.6457762,Windsor Terrace,BK40,047
3016760018,-73.9308971,40.6822553,Crown Heights North,BK61,047
1011860091,-73.9823384,40.7845278,Upper West Side,MN12,061
1013820060,-73.9679234,40.7692338,Upper East Side-Carnegie Hill,MN40,061
1015100020,-73.9575756,40.7763722,Upper East Side-Carnegie Hill,MN40,061
4060980001,-73.7795584,40.7688874,Bayside-Bayside Hills,QN46,081
2026130026,-73.9042774,40.8282101,Morrisania-Melrose,BX35,005
1019680025,-73.9533609,40.8140255,Manhattanville,MN06,061
3050060057,-73.9462942,40.6354403,Flatbush,BK42,047
1013660025,-73.9621979,40.7558788,Turtle Bay-East Midtown,MN19,061
1015400042,-73.9491932,40.7840019,Yorkville,MN32,061
3000270040,-73.9898112,40.7034625,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
5002380180,-74.1301741,40.6275401,West New Brighton-New Brighton-St. George,SI22,085
1006080074,-73.9999531,40.7371823,West Village,MN23,061
4014210001,-73.8767582,40.7577048,Jackson Heights,QN28,081
3052200079,-73.958226,40.6373721,Flatbush,BK42,047
1008880031,-73.9796459,40.7450497,Murray Hill-Kips Bay,MN20,061
1005140037,-73.9995815,40.7253579,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
4058570050,-73.7803545,40.7858459,Ft. Totten-Bay Terrace-Clearview,QN47,081
2028770458,-73.9180416,40.8510704,University Heights-Morris Heights,BX36,005
1003770062,-73.9778737,40.7239038,Lower East Side,MN28,061
3002920016,-73.9935671,40.689061,Carroll Gardens-Columbia Street-Red Hook,BK33,047
1007640053,-74.0006423,40.7396306,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2029810019,-73.8896378,40.8335575,Crotona Park East,BX75,005
3029210012,-73.9380537,40.7136403,East Williamsburg,BK90,047
1000700032,-74.0055437,40.7069953,Battery Park City-Lower Manhattan,MN25,061
1006370081,-74.0095441,40.7348983,West Village,MN23,061
1013630008,-73.9647182,40.7543289,Turtle Bay-East Midtown,MN19,061
4030750024,-73.8674105,40.7317702,Rego Park,QN18,081
1018240014,-73.9522138,40.8015585,Central Harlem South,MN11,061
1003480053,-73.9847188,40.7187695,Lower East Side,MN28,061
4089290106,-73.8515989,40.6914934,Woodhaven,QN53,081
3067950075,-73.9605356,40.6068838,Homecrest,BK25,047
2030930032,-73.8886926,40.8455976,East Tremont,BX17,005
3031350027,-73.9366388,40.6993778,Bushwick South,BK78,047
5080470035,-74.2470057,40.510046,Charleston-Richmond Valley-Tottenville,SI11,085
1004940033,-73.9955734,40.7220422,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1007590054,-73.9935753,40.7536699,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2027240121,-73.8925867,40.8223206,Hunts Point,BX27,005
3014330040,-73.9139411,40.6762054,Ocean Hill,BK79,047
1021360086,-73.9447257,40.837006,Washington Heights South,MN36,061
1004010051,-73.9830759,40.7245415,East Village,MN22,061
2042910001,-73.8653402,40.8527556,Pelham Parkway,BX49,005
2030300143,-73.8957831,40.8553617,Fordham South,BX40,005
1014000068,-73.966235,40.7668865,Upper East Side-Carnegie Hill,MN40,061
1020390055,-73.9370945,40.8279582,Central Harlem North-Polo Grounds,MN03,061
1015620009,-73.9502767,40.7741241,Yorkville,MN32,061
3053850056,-73.9777912,40.6358542,Kensington-Ocean Parkway,BK41,047
3023230018,-73.9525607,40.7152584,North Side-South Side,BK73,047
2028260027,-73.9089768,40.8478441,Mount Hope,BX41,005
1021440057,-73.9364919,40.846095,Washington Heights South,MN36,061
3024340008,-73.9578411,40.7105697,North Side-South Side,BK73,047
1000780001,-74.006709,40.7094738,Battery Park City-Lower Manhattan,MN25,061
2033020021,-73.8884961,40.8700719,Bedford Park-Fordham North,BX05,005
4012780014,-73.8876489,40.7509309,Jackson Heights,QN28,081
1021290021,-73.9367729,40.8431692,Washington Heights South,MN36,061
1008890015,-73.9805081,40.7460737,Murray Hill-Kips Bay,MN20,061
1013240011,-73.9696372,40.7555846,Turtle Bay-East Midtown,MN19,061
4053060001,-73.790538,40.7639947,Auburndale,QN48,081
1009340001,-73.9782398,40.7405865,Murray Hill-Kips Bay,MN20,061
1002970016,-73.9902206,40.7155066,Chinatown,MN27,061
3064390052,-74.0041737,40.6015327,Bath Beach,BK27,047
1014310038,-73.957394,40.7723511,Lenox Hill-Roosevelt Island,MN31,061
3024490001,-73.9558763,40.708955,North Side-South Side,BK73,047
1020360053,-73.9382418,40.8259991,Central Harlem North-Polo Grounds,MN03,061
1010110013,-73.978098,40.7658052,Midtown-Midtown South,MN17,061
1008360064,-73.9859388,40.7496454,Midtown-Midtown South,MN17,061
3004270061,-73.9840609,40.678855,Park Slope-Gowanus,BK37,047
3018610020,-73.9472462,40.6800243,Crown Heights North,BK61,047
3023860018,-73.9532125,40.7116768,North Side-South Side,BK73,047
3024090027,-73.9567439,40.7115574,North Side-South Side,BK73,047
3073810079,-73.9504343,40.5962301,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1005210075,-73.9926761,40.725086,West Village,MN23,061
3011040002,-73.9846956,40.6627076,Park Slope-Gowanus,BK37,047
1005640011,-73.9917767,40.7340777,West Village,MN23,061
1015580020,-73.9457346,40.783037,Yorkville,MN32,061
2031520025,-73.8973926,40.8594884,Bedford Park-Fordham North,BX05,005
3050720053,-73.9692536,40.6482148,Flatbush,BK42,047
3011780010,-73.9605435,40.6728163,Crown Heights North,BK61,047
1020590031,-73.9480315,40.8242858,Hamilton Heights,MN04,061
3024080041,-73.9584064,40.7121646,North Side-South Side,BK73,047
1014710003,-73.9535935,40.770604,Lenox Hill-Roosevelt Island,MN31,061
4017850001,-73.8549692,40.7534305,Corona,QN25,081
1013360010,-73.9705022,40.7502381,Turtle Bay-East Midtown,MN19,061
2048990056,-73.8449101,40.8820543,Eastchester-Edenwald-Baychester,BX03,005
1005570022,-73.9904021,40.7327244,West Village,MN23,061
3022200001,-73.9545054,40.7041182,Williamsburg,BK72,047
3014700080,-73.9217963,40.6703948,Ocean Hill,BK79,047
1021540074,-73.9319403,40.850676,Washington Heights North,MN35,061
2029560040,-73.8877931,40.8431485,East Tremont,BX17,005
2054550060,-73.8119678,40.8134095,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
1018710052,-73.9705644,40.797346,Upper West Side,MN12,061
1002860022,-73.9855134,40.7142078,Lower East Side,MN28,061
1013880033,-73.9635426,40.7721282,Upper East Side-Carnegie Hill,MN40,061
1011380053,-73.9832328,40.7748747,Lincoln Square,MN14,061
1016440011,-73.9419942,40.7990946,East Harlem North,MN34,061
3051710068,-73.9513537,40.6441244,Erasmus,BK95,047
3026290035,-73.944174,40.7278696,Greenpoint,BK76,047
1015520034,-73.9484022,40.7795634,Yorkville,MN32,061
4082760020,-73.7339738,40.7595166,Douglas Manor-Douglaston-Little Neck,QN45,081
4098430019,-73.7916371,40.7126615,Jamaica Estates-Holliswood,QN06,081
1019470061,-73.955655,40.8085672,Central Harlem South,MN11,061
4051020050,-73.8317392,40.7535444,Flushing,QN22,081
1017540026,-73.9379838,40.8081858,Central Harlem North-Polo Grounds,MN03,061
4007170009,-73.907871,40.7668052,Astoria,QN70,081
2058363250,-73.8987868,40.8982886,North Riverdale-Fieldston-Riverdale,BX22,005
1019410156,-73.9454254,40.8166652,Central Harlem North-Polo Grounds,MN03,061
2023070045,-73.919228,40.8146846,Mott Haven-Port Morris,BX39,005
3057910013,-74.0186321,40.6397497,Sunset Park West,BK32,047
2026690050,-73.9021243,40.8229796,Morrisania-Melrose,BX35,005
3014360011,-73.9075604,40.6758574,Ocean Hill,BK79,047
2054520090,-73.81275,40.8152992,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
2055150001,-73.8111744,40.8218236,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
1019630025,-73.9582119,40.8095453,Morningside Heights,MN09,061
2027510040,-73.8901746,40.8258399,Hunts Point,BX27,005
1013630026,-73.9632782,40.7540484,Turtle Bay-East Midtown,MN19,061
1015070014,-73.9548461,40.7867902,Upper East Side-Carnegie Hill,MN40,061
3053280032,-73.9753265,40.646358,Windsor Terrace,BK40,047
4076280002,-73.7585693,40.7438378,Oakland Gardens,QN42,081
1009150056,-73.9771807,40.745955,Murray Hill-Kips Bay,MN20,061
1015540046,-73.9484262,40.7812157,Yorkville,MN32,061
2037760056,-73.8761173,40.8306151,West Farms-Bronx River,BX08,005
2057440048,-73.9206581,40.88178,Spuyten Duyvil-Kingsbridge,BX29,005
1020810014,-73.9471501,40.828611,Hamilton Heights,MN04,061
2030640010,-73.8911027,40.8526154,East Tremont,BX17,005
1007790052,-73.9934026,40.7486277,Midtown-Midtown South,MN17,061
1009070004,-73.9812313,40.7408752,Murray Hill-Kips Bay,MN20,061
1019440010,-73.9565922,40.8060671,Central Harlem South,MN11,061
4083370001,-73.7298584,40.7596031,Douglas Manor-Douglaston-Little Neck,QN45,081
2033480081,-73.8746206,40.876999,Norwood,BX43,005
1014020006,-73.9651153,40.7678853,Upper East Side-Carnegie Hill,MN40,061
1007350031,-73.9950117,40.755712,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
4039070960,-73.8523262,40.7001349,Woodhaven,QN53,081
3031680001,-73.9235165,40.7075382,Bushwick North,BK77,047
1019110043,-73.9458252,40.8093644,Central Harlem North-Polo Grounds,MN03,061
3002530057,-73.9958818,40.6941609,Brooklyn Heights-Cobble Hill,BK09,047
1012440044,-73.9807638,40.7853098,Upper West Side,MN12,061
1002760047,-73.9962306,40.7119305,Chinatown,MN27,061
3077220029,-73.9397313,40.6336255,East Flatbush-Farragut,BK91,047
1015790034,-73.9470822,40.7731016,Yorkville,MN32,061
1012470047,-73.9793687,40.7892098,Upper West Side,MN12,061
3064090001,-74.0011019,40.6014833,Bath Beach,BK27,047
1013970001,-73.9679652,40.7647791,Upper East Side-Carnegie Hill,MN40,061
3056630001,-73.9940662,40.6327628,Borough Park,BK88,047
2031240001,-73.8826168,40.845641,East Tremont,BX17,005
1015130015,-73.9568268,40.7785458,Upper East Side-Carnegie Hill,MN40,061
1005100037,-73.9960531,40.7246195,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3053810032,-73.979467,40.6344053,Borough Park,BK88,047
1012930037,-73.9707749,40.7622519,Midtown-Midtown South,MN17,061
3028570006,-73.9430741,40.7188003,East Williamsburg,BK90,047
1003990041,-73.9833974,40.7230923,East Village,MN22,061
2028620001,-73.9119663,40.8503331,University Heights-Morris Heights,BX36,005
4157740058,-73.7597085,40.5980784,Far Rockaway-Bayswater,QN15,081
1017260069,-73.943361,40.8099561,Central Harlem North-Polo Grounds,MN03,061
1020820005,-73.9473734,40.8295224,Hamilton Heights,MN04,061
3057330049,-73.9983933,40.6262606,Borough Park,BK88,047
3030390033,-73.9346919,40.7098562,Bushwick South,BK78,047
1003850014,-73.9824127,40.7221809,Lower East Side,MN28,061
2046430031,-73.8662229,40.879383,Williamsbridge-Olinville,BX44,005
3011490001,-73.9591423,40.6767436,Crown Heights North,BK61,047
5014400021,-74.1441817,40.6213092,Port Richmond,SI28,085
1016320050,-73.9465117,40.7912111,East Harlem South,MN33,061
1003930016,-73.9786989,40.726904,Lower East Side,MN28,061
4012710014,-73.8941216,40.7500559,Jackson Heights,QN28,081
2024290024,-73.9119021,40.8305849,East Concourse-Concourse Village,BX14,005
1015560050,-73.9478546,40.7826509,Yorkville,MN32,061
1006040033,-74.0081834,40.7322579,West Village,MN23,061
3067560006,-73.9560352,40.6157424,Midwood,BK43,047
2024340065,-73.913076,40.8309865,East Concourse-Concourse Village,BX14,005
1020100028,-73.9383827,40.8181713,Central Harlem North-Polo Grounds,MN03,061
1018920064,-73.9689761,40.8033319,Morningside Heights,MN09,061
3030080031,-73.9309021,40.7052785,Bushwick North,BK77,047
1015070016,-73.9547522,40.7869192,Upper East Side-Carnegie Hill,MN40,061
3074400020,-73.9499891,40.589733,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
2027460001,-73.8900049,40.8213932,Hunts Point,BX27,005
1014270011,-73.9592659,40.7694945,Lenox Hill-Roosevelt Island,MN31,061
1018960028,-73.9650802,40.807382,Morningside Heights,MN09,061
1006370025,-74.0087105,40.73458,West Village,MN23,061
3024120007,-73.9531881,40.710513,North Side-South Side,BK73,047
4114340025,-73.8457914,40.6673619,Lindenwood-Howard Beach,QN57,081
2031220058,-73.8823194,40.8441668,East Tremont,BX17,005
1015340129,-73.9509115,40.7798005,Yorkville,MN32,061
1013800039,-73.9671193,40.7672601,Upper East Side-Carnegie Hill,MN40,061
1011170050,-73.9808723,40.7722257,Lincoln Square,MN14,061
2031650053,-73.8988737,40.8601704,Fordham South,BX40,005
1018850052,-73.9638347,40.8060312,Morningside Heights,MN09,061
2055170140,-73.8074558,40.8220809,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
1013360024,-73.9694738,40.7498014,Turtle Bay-East Midtown,MN19,061
1019540014,-73.9517941,40.812529,Manhattanville,MN06,061
3039870005,-73.8828147,40.6758238,East New York,BK82,047
2028800153,-73.9212949,40.8509519,University Heights-Morris Heights,BX36,005
4012790015,-73.8866997,40.750886,Jackson Heights,QN28,081
1016030009,-73.9542781,40.7884039,East Harlem South,MN33,061
2027630075,-73.8886801,40.8163499,Hunts Point,BX27,005
1013770001,-73.9712353,40.7661358,Upper East Side-Carnegie Hill,MN40,061
1010360004,-73.9907158,40.7605068,Clinton,MN15,061
1014130057,-73.9593962,40.7748578,Upper East Side-Carnegie Hill,MN40,061
3027610012,-73.9511296,40.7138415,North Side-South Side,BK73,047
1021260034,-73.9373167,40.8414431,Washington Heights South,MN36,061
1020950031,-73.9492602,40.828741,Hamilton Heights,MN04,061
3017920066,-73.9414901,40.6904873,Stuyvesant Heights,BK35,047
1010460038,-73.9841808,40.7661411,Clinton,MN15,061
1000740001,-74.0038196,40.7063586,Battery Park City-Lower Manhattan,MN25,061
2027540015,-73.8890308,40.8270135,Morrisania-Melrose,BX35,005
3061370045,-74.0342345,40.6126358,Bay Ridge,BK31,047
1021740224,-73.9262928,40.8617858,Washington Heights North,MN35,061
1018760033,-73.9667204,40.7996094,Upper West Side,MN12,061
1013730040,-73.9503438,40.7615368,Lenox Hill-Roosevelt Island,MN31,061
2024560016,-73.9186442,40.8312074,East Concourse-Concourse Village,BX14,005
4018930018,-73.8671758,40.7390847,Elmhurst,QN29,081
3050600043,-73.9634247,40.6516139,Flatbush,BK42,047
1005740005,-73.998102,40.7350167,West Village,MN23,061
1014990065,-73.958962,40.7823809,Upper East Side-Carnegie Hill,MN40,061
1021100021,-73.9381316,40.8357044,Washington Heights South,MN36,061
1020020042,-73.9548409,40.8211212,Manhattanville,MN06,061
3050420037,-73.9582672,40.6579525,Prospect Lefferts Gardens-Wingate,BK60,047
1017260017,-73.9422924,40.8091871,Central Harlem North-Polo Grounds,MN03,061
3004760001,-73.9990627,40.6753126,Carroll Gardens-Columbia Street-Red Hook,BK33,047
1021800166,-73.936051,40.8534725,Washington Heights North,MN35,061
3047800001,-73.9301535,40.641838,East Flatbush-Farragut,BK91,047
1019930094,-73.9592272,40.8151092,Morningside Heights,MN09,061
1016250006,-73.9512636,40.7871401,East Harlem South,MN33,061
1018640036,-73.9616446,40.8016197,Morningside Heights,MN09,061
1005080025,-73.9939462,40.7242818,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1018400039,-73.9613328,40.7974613,Upper West Side,MN12,061
1020700039,-73.9512998,40.8215864,Hamilton Heights,MN04,061
3003950063,-73.9824124,40.6822171,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
3018150061,-73.9429105,40.6865849,Bedford,BK75,047
1021160023,-73.942824,40.8337663,Washington Heights South,MN36,061
1000650006,-74.0089489,40.709405,Battery Park City-Lower Manhattan,MN25,061
1015080016,-73.958905,40.7752666,Upper East Side-Carnegie Hill,MN40,061
1008770030,-73.9847793,40.7380871,Gramercy,MN21,061
4018720045,-73.8686467,40.7361166,Elmhurst,QN29,081
1020450051,-73.9410362,40.8245267,Central Harlem North-Polo Grounds,MN03,061
3011490006,-73.9589907,40.677051,Crown Heights North,BK61,047
4017670051,-73.8642981,40.7505407,North Corona,QN26,081
3022640063,-73.9524455,40.6997395,Bedford,BK75,047
3031130004,-73.9438669,40.7027082,East Williamsburg,BK90,047
1018440060,-73.9610672,40.8007577,Morningside Heights,MN09,061
1009110061,-73.9792746,40.7436059,Murray Hill-Kips Bay,MN20,061
3051390030,-73.9501564,40.6453014,Erasmus,BK95,047
4050060001,-73.8171056,40.7658405,Murray Hill,QN51,081
4021330036,-73.8497698,40.7286881,Forest Hills,QN17,081
3019230001,-73.9611384,40.6912751,Clinton Hill,BK69,047
1021340154,-73.9472277,40.8355168,Washington Heights South,MN36,061
3075590023,-73.9464186,40.6330826,Flatbush,BK42,047
1016210061,-73.9455366,40.7999636,East Harlem North,MN34,061
3074440023,-73.9410563,40.5896711,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1003410060,-73.98587,40.7164942,Lower East Side,MN28,061
4047820001,-73.8242623,40.7734162,Murray Hill,QN51,081
1005300044,-73.9927085,40.7262031,West Village,MN23,061
3001970022,-73.9825237,40.6841906,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
1015090071,-73.9593772,40.776543,Upper East Side-Carnegie Hill,MN40,061
1014290012,-73.9584095,40.7707925,Lenox Hill-Roosevelt Island,MN31,061
2032460056,-73.8949019,40.8823165,Van Cortlandt Village,BX28,005
4032330014,-73.8456748,40.719334,Forest Hills,QN17,081
1018610026,-73.9633686,40.7997538,Morningside Heights,MN09,061
1009180035,-73.9744446,40.7472555,Murray Hill-Kips Bay,MN20,061
2029490075,-73.8915393,40.8420185,East Tremont,BX17,005
1004130018,-73.9914179,40.7180373,Chinatown,MN27,061
1014090069,-73.9621487,40.7727261,Upper East Side-Carnegie Hill,MN40,061
1003440041,-73.982933,40.7188735,Lower East Side,MN28,061
1010750032,-73.9937189,40.762593,Clinton,MN15,061
1019370022,-73.9463927,40.813361,Central Harlem North-Polo Grounds,MN03,061
1021260048,-73.9367282,40.8408307,Washington Heights South,MN36,061
1006240001,-74.0062282,40.7367101,West Village,MN23,061
2027940049,-73.9087608,40.8446079,Mount Hope,BX41,005
2027920031,-73.9073446,40.8441786,Mount Hope,BX41,005
3010640021,-73.9717043,40.6733027,Park Slope-Gowanus,BK37,047
1015640043,-73.9492645,40.7756854,Yorkville,MN32,061
3024360008,-73.9551942,40.7096025,North Side-South Side,BK73,047
3065980012,-73.9823054,40.6099277,Bensonhurst East,BK29,047
4047440028,-73.8034025,40.7839799,Whitestone,QN49,081
3055900060,-73.9954309,40.6436844,Sunset Park East,BK34,047
3027870017,-73.9462945,40.7111715,East Williamsburg,BK90,047
1021280038,-73.9362061,40.8425157,Washington Heights South,MN36,061
3014760006,-73.9197434,40.6688646,Ocean Hill,BK79,047
1015550039,-73.9474149,40.7816132,Yorkville,MN32,061
1003480007,-73.9859489,40.7187202,Lower East Side,MN28,061
1003740006,-73.979613,40.7225921,Lower East Side,MN28,061
1005520062,-73.9992495,40.7318602,West Village,MN23,061
4161860015,-73.834538,40.5799767,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
1007530006,-73.9980077,40.7502473,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1008170055,-73.993281,40.7373276,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1015520001,-73.9498896,40.7798687,Yorkville,MN32,061
1009080009,-73.9804806,40.7412457,Murray Hill-Kips Bay,MN20,061
1014040022,-73.9632521,40.7685764,Upper East Side-Carnegie Hill,MN40,061
2030060026,-73.8875243,40.829002,Morrisania-Melrose,BX35,005
3061000014,-74.0389602,40.6192767,Bay Ridge,BK31,047
1013880030,-73.9639072,40.772282,Upper East Side-Carnegie Hill,MN40,061
3011620011,-73.9626758,40.6760861,Crown Heights North,BK61,047
1004200046,-73.9914681,40.7204582,Chinatown,MN27,061
1008910059,-73.9782124,40.7471959,Murray Hill-Kips Bay,MN20,061
3013680051,-73.9255034,40.6724559,Crown Heights North,BK61,047
1005550001,-73.9911023,40.7311902,West Village,MN23,061
3055760037,-73.9925547,40.6174907,Bensonhurst West,BK28,047
4028700001,-73.8761015,40.7323343,Elmhurst,QN29,081
5003270015,-74.1098327,40.6201119,Westerleigh,SI07,085
3053750058,-73.9726556,40.6391633,Kensington-Ocean Parkway,BK41,047
3017970065,-73.9518951,40.687794,Bedford,BK75,047
1018750010,-73.9687937,40.7994453,Upper West Side,MN12,061
3084010020,-73.9176185,40.61481,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,047
4040850030,-73.8450852,40.7851743,College Point,QN23,081
1021520089,-73.9319648,40.8479176,Washington Heights North,MN35,061
3005360005,-74.0028373,40.6765011,Carroll Gardens-Columbia Street-Red Hook,BK33,047
2045700020,-73.8649422,40.8707494,Bronxdale,BX07,005
3038050041,-73.8944908,40.6650784,East New York (Pennsylvania Ave),BK85,047
2030510031,-73.8912449,40.8540647,Claremont-Bathgate,BX01,005
1001420025,-74.011183,40.7180673,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3053200046,-73.974403,40.648765,Windsor Terrace,BK40,047
1018750061,-73.9693388,40.8000191,Upper West Side,MN12,061
3023230057,-73.9531739,40.7152806,North Side-South Side,BK73,047
3052850001,-73.9752565,40.6503956,Windsor Terrace,BK40,047
1019110032,-73.9451789,40.8088866,Central Harlem North-Polo Grounds,MN03,061
3047390033,-73.925305,40.646836,Rugby-Remsen Village,BK96,047
3068030080,-73.9526693,40.6080611,Madison,BK44,047
1005730039,-73.9960165,40.7334192,West Village,MN23,061
1019370013,-73.9471222,40.8136688,Central Harlem North-Polo Grounds,MN03,061
4012670064,-73.8865264,40.7530954,Jackson Heights,QN28,081
3025490036,-73.9588062,40.7307193,Greenpoint,BK76,047
3050530014,-73.9633585,40.6540073,Flatbush,BK42,047
1015630020,-73.9489803,40.774409,Yorkville,MN32,061
1008710026,-73.9877425,40.7346757,Gramercy,MN21,061
4031930001,-73.8564059,40.7131997,Forest Hills,QN17,081
3019630005,-73.9648126,40.6849716,Clinton Hill,BK69,047
1003440017,-73.9830699,40.7195817,Lower East Side,MN28,061
2032120042,-73.9056901,40.8614223,Kingsbridge Heights,BX30,005
3019300005,-73.9673456,40.6884884,Clinton Hill,BK69,047
3017770045,-73.9406297,40.6928391,Stuyvesant Heights,BK35,047
1008720053,-73.9868367,40.7354167,Gramercy,MN21,061
1015460039,-73.9516185,40.7758539,Yorkville,MN32,061
2030800041,-73.8907493,40.8476993,East Tremont,BX17,005
3061380006,-74.0335427,40.6121036,Bay Ridge,BK31,047
1006120066,-74.0009237,40.7354257,West Village,MN23,061
1014970005,-73.9602339,40.7808114,Upper East Side-Carnegie Hill,MN40,061
3040770024,-73.8858791,40.6674032,East New York,BK82,047
1008280001,-73.9907721,40.7449139,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1013260029,-73.9678175,40.7567891,Turtle Bay-East Midtown,MN19,061
2031140009,-73.8827644,40.8521324,Belmont,BX06,005
3052240140,-73.9544853,40.6384824,Flatbush,BK42,047
3032370027,-73.9201192,40.704245,Bushwick North,BK77,047
1013890069,-73.9653901,40.7741351,Upper East Side-Carnegie Hill,MN40,061
3015090054,-73.918199,40.6819286,Stuyvesant Heights,BK35,047
3019240012,-73.9603016,40.6915795,Clinton Hill,BK69,047
1013490008,-73.9648928,40.7585064,Turtle Bay-East Midtown,MN19,061
1011660151,-73.9820072,40.7810666,Upper West Side,MN12,061
3051000080,-73.9613729,40.6474466,Flatbush,BK42,047
2031440058,-73.8985526,40.8550403,Mount Hope,BX41,005
4162330001,-73.84349,40.5774201,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
1015140069,-73.9570643,40.7798084,Upper East Side-Carnegie Hill,MN40,061
3038640052,-73.8992886,40.6578309,Brownsville,BK81,047
3054000001,-73.972066,40.63596,Kensington-Ocean Parkway,BK41,047
3007190037,-74.0057048,40.6502471,Sunset Park West,BK32,047
2026920074,-73.8973642,40.8263378,Longwood,BX33,005
1018370029,-73.9625404,40.7951726,Upper West Side,MN12,061
1015350128,-73.9504561,40.7804261,Yorkville,MN32,061
1015620044,-73.9504063,40.7745084,Yorkville,MN32,061
1018360047,-73.9636745,40.7951593,Upper West Side,MN12,061
2024270015,-73.9096722,40.8335447,East Concourse-Concourse Village,BX14,005
1010460054,-73.9854009,40.7666545,Clinton,MN15,061
1004430050,-73.9893716,40.7239164,East Village,MN22,061
3013610043,-73.9281625,40.6737449,Crown Heights North,BK61,047
4013040007,-73.893093,40.7455426,Elmhurst-Maspeth,QN50,081
1003990001,-73.9848908,40.7236826,East Village,MN22,061
3060690004,-74.0256321,40.6183802,Bay Ridge,BK31,047
3034080040,-73.9134771,40.6865035,Bushwick South,BK78,047
1014840023,-73.9516435,40.7662226,Lenox Hill-Roosevelt Island,MN31,061
1014000062,-73.9658777,40.7667355,Upper East Side-Carnegie Hill,MN40,061
3018510051,-73.9445124,40.6811511,Bedford,BK75,047
2031430130,-73.8981485,40.8545157,Fordham South,BX40,005
2026930046,-73.8977454,40.8275156,Longwood,BX33,005
1010090029,-73.9778315,40.7640897,Midtown-Midtown South,MN17,061
4085200025,-73.7125022,40.7514146,Glen Oaks-Floral Park-New Hyde Park,QN44,081
1004950022,-73.9960315,40.7232636,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1020020039,-73.9554372,40.8208882,Manhattanville,MN06,061
1019060004,-73.9496275,40.8065199,Central Harlem South,MN11,061
1006240019,-74.0060225,40.7371739,West Village,MN23,061
1020650048,-73.9435984,40.8282635,Hamilton Heights,MN04,061
1005870007,-74.0047303,40.7314814,West Village,MN23,061
2026270007,-73.9078949,40.8226331,Morrisania-Melrose,BX35,005
1014000069,-73.9663829,40.7669881,Upper East Side-Carnegie Hill,MN40,061
1008210062,-73.9929523,40.7402892,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1015090051,-73.9577889,40.7759606,Upper East Side-Carnegie Hill,MN40,061
4031040070,-73.8606747,40.726259,Rego Park,QN18,081
1009090015,-73.9793546,40.7415776,Murray Hill-Kips Bay,MN20,061
2026830100,-73.9012967,40.8133038,Longwood,BX33,005
1015160042,-73.953836,40.7802162,Upper East Side-Carnegie Hill,MN40,061
3062590016,-74.0021071,40.6140078,Bensonhurst West,BK28,047
1014070008,-73.962767,40.7709696,Upper East Side-Carnegie Hill,MN40,061
1018950069,-73.9661315,40.8070035,Morningside Heights,MN09,061
3052680089,-73.9737735,40.6550833,Windsor Terrace,BK40,047
1018600057,-73.9652575,40.7999383,Upper West Side,MN12,061
1007690066,-73.9994623,40.7430369,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
4006640025,-73.9126538,40.7644567,Astoria,QN70,081
4092660001,-73.8307345,40.7029268,Kew Gardens,QN60,081
3032370041,-73.9198164,40.7040773,Bushwick North,BK77,047
1003480004,-73.9860536,40.7185226,Lower East Side,MN28,061
1008850074,-73.9821904,40.7438974,Murray Hill-Kips Bay,MN20,061
